#       RA           DEC
      139.289      36.3613
      139.790      33.4620
      140.445      30.5871
      141.244      27.7432
      142.176      24.9368
      143.235      22.1742
      144.416      19.4621
      145.715      16.8069
      147.130      14.2155
      148.659      11.6948
      149.337      9.22845
      151.084      6.84518
      152.941      4.55307
      154.910      2.36018
      156.990     0.274963
      159.179     -1.69390
      161.478     -3.53751
      163.882     -5.24681
      166.390     -6.81276
      168.995     -8.22646
      171.692     -9.47931
      174.472     -10.5631
      177.326     -11.4706
      180.242     -12.1951
      183.207     -12.7312
      186.207     -13.0748
      189.227     -13.2231
      192.251     -13.1751
      195.263     -12.9311
      198.248     -12.4929
      201.191     -11.8641
      203.960     -11.0868
      206.782     -10.0996
      209.526     -8.93915
      212.182     -7.61331
      214.745     -6.13039
      217.207     -4.49918
      219.564     -2.72865
      221.814    -0.827896
      223.955      1.19412
      225.985      3.32857
      227.904      5.56688
      229.711      7.90077
      231.408      10.3223
      232.993      12.8238
      234.467      15.3981
      235.829      18.0381
      237.076      20.7373
      238.207      23.4891
      239.217      26.2873
      240.102      29.1258
      240.853      31.9985
      241.460      34.8990
      241.910      37.8211
      242.187      40.7577
      242.266      43.7016
      242.120      46.6442
      241.708      49.5759
      240.982      52.4848
      239.876      55.3563
      238.304      58.1721
      236.153      60.9075
      233.278      63.5302
      229.497      65.9956
      224.599      68.2435
      218.373      70.1938
      207.748      72.1628
      198.310      73.0068
      188.188      73.2191
      178.221      72.7759
      169.185      71.7258
      161.522      70.1670
      155.317      68.2115
      150.438      65.9597
      146.672      63.4915
      143.810      60.8669
      141.668      58.1300
      140.104      55.3132
      139.004      52.4409
      138.283      49.5316
      137.876      46.5997
      137.733      43.6570
      137.816      40.7132
      138.095      37.7767
      138.548      34.8549
      139.158      31.9547
      139.911      29.0826
      140.797      26.2447
      141.809      23.4471
      142.942      20.6960
      144.191      17.9977
      145.554      15.3586
      147.030      12.7854
      148.617      10.2850
      151.737      10.0301
      153.476      7.70127
      155.331      5.46909
      157.299      3.34213
      159.381      1.32925
      161.573    -0.560555
      163.873     -2.31814
      166.277     -3.93436
      168.781     -5.40020
      171.378     -6.70691
      174.060     -7.84619
      176.818     -8.81042
      179.641     -9.59280
      182.516     -10.1876
      185.430     -10.5903
      188.367     -10.7978
      191.314     -10.8085
      194.253     -10.6222
      197.170     -10.2405
      200.050     -9.66634
      202.879     -8.90399
      203.119     -8.83015
      205.878     -7.86998
      208.562     -6.73457
      211.161     -5.43157
      213.667     -3.96924
      216.074     -2.35631
      218.376    -0.601830
      220.571      1.28509
      222.655      3.29528
      224.626      5.41974
      226.483      7.64963
      228.225      9.97640
      229.850      12.3917
      231.358      14.8875
      232.747      17.4561
      234.014      20.0900
      235.156      22.7819
      236.168      25.5247
      237.045      28.3113
      237.777      31.1346
      238.355      33.9875
      238.764      36.8624
      238.986      39.7513
      238.997      42.6455
      238.768      45.5349
      238.260      48.4083
      237.425      51.2518
      236.200      54.0490
      234.504      56.7787
      232.239      59.4140
      229.282      61.9203
      225.490      64.2520
      220.715      66.3503
      214.832      68.1418
      204.698      69.9700
      196.354      70.6736
      187.581      70.8059
      178.975      70.3549
      171.075      69.3600
      164.216      67.8968
      158.503      66.0542
      153.884      63.9167
      150.227      61.5556
      147.382      59.0274
      145.209      56.3760
      143.590      53.6347
      142.427      50.8294
      141.644      47.9804
      141.181      45.1038
      140.990      42.2130
      141.035      39.3190
      141.286      36.4317
      141.721      33.5596
      142.323      30.7106
      143.077      27.8923
      143.975      25.1118
      145.007      22.3762
      146.168      19.6925
      147.453      17.0679
      148.860      14.5097
      150.385      12.0254
      152.085      8.17914
      153.903      5.89417
      155.834      3.70956
      157.878      1.63396
      160.033    -0.323860
      162.297     -2.15482
      164.668     -3.84984
      167.140     -5.39983
      169.710     -6.79591
      172.369     -8.02950
      175.110     -9.09261
      177.922     -9.97789
      180.795     -10.6790
      183.714     -11.1907
      186.665     -11.5091
      189.634     -11.6317
      192.606     -11.5575
      195.563     -11.2871
      198.491     -10.8226
      201.376     -10.1676
      205.273     -8.95635
      208.003     -7.86928
      210.650     -6.61278
      213.207     -5.19495
      215.665     -3.62441
      218.021     -1.91010
      220.271   -0.0611038
      222.410      1.91350
      224.439      4.00468
      226.355      6.20363
      228.157      8.50180
      229.845      10.8909
      231.418      13.3630
      232.875      15.9103
      234.214      18.5256
      235.433      21.2017
      236.529      23.9316
      237.497      26.7086
      238.329      29.5259
      239.018      32.3767
      239.551      35.2542
      239.913      38.1510
      240.086      41.0593
      240.044      43.9705
      239.754      46.8748
      239.174      49.7605
      238.252      52.6139
      236.917      55.4177
      235.080      58.1500
      232.629      60.7822
      229.426      63.2768
      225.308      65.5844
      220.108      67.6400
      213.696      69.3627
      208.306      70.3455
      199.903      71.2747
      190.810      71.6309
      181.657      71.3802
      173.096      70.5468
      165.582      69.2024
      159.299      67.4411
      154.218      65.3558
      150.203      63.0262
      147.085      60.5153
      144.704      57.8711
      142.924      55.1303
      141.635      52.3204
      140.751      49.4629
      140.204      46.5746
      139.941      43.6692
      139.922      40.7578
      140.116      37.8503
      140.497      34.9552
      141.047      32.0801
      141.751      29.2324
      142.597      26.4190
      143.578      23.6466
      144.687      20.9219
