# ID        RA           DEC
10953       104.087      19.7433
10954       105.729      16.7647
10955       107.362      13.7946
10956       108.996      10.8355
10957       110.638      7.88969
10958       112.298      4.95979
10959       113.983      2.04850
10960       115.701    -0.841331
10961       117.461     -3.70662
10962       119.272     -6.54392
10963       121.143     -9.34953
10964       124.841     -10.9361
10965       126.863     -13.6419
10966       128.975     -16.2987
10967       131.190     -18.9005
10968       133.517     -21.4406
10969       135.970     -23.9114
10970       138.559     -26.3044
10971       141.299     -28.6103
10972       144.200     -30.8185
10973       147.275     -32.9173
10974       150.535     -34.8940
10975       153.987     -36.7347
10976       157.638     -38.4246
10977       161.488     -39.9482
10978       165.533     -41.2897
10979       169.762     -42.4336
10980       174.156     -43.3652
10981       178.687     -44.0715
10982       183.323     -44.5418
10983       188.023     -44.7688
10984       192.742     -44.7487
10985       197.434     -44.4819
10986       202.055     -43.9728
10987       206.567     -43.2292
10988       210.935     -42.2623
10989       215.135     -41.0853
10990       219.799     -39.4668
10991       223.584     -37.8868
10992       227.169     -36.1457
10993       230.557     -34.2587
10994       233.755     -32.2404
10995       236.772     -30.1043
10996       239.619     -27.8628
10997       242.307     -25.5272
10998       244.851     -23.1076
10999       247.261     -20.6131
11000       249.550     -18.0520
11001       251.730     -15.4315
11002       253.811     -12.7579
11003       255.806     -10.0371
11004       257.723     -7.27432
11005       259.572     -4.47404
11006       261.362     -1.64041
11007       263.101      1.22283
11008       264.799      4.11228
11009       266.462      7.02487
11010       268.100      9.95770
11011       269.719      12.9082
11012       271.329      15.8738
11013       272.936      18.8521
11014       274.551      21.8408
11015       276.182      24.8375
11016       277.841      27.8400
11017       279.539      30.8458
11018       281.289      33.8524
11019       283.107      36.8567
11020       285.012      39.8558
11021       287.026      42.8458
11022       289.176      45.8224
11023       291.497      48.7803
11024       294.032      51.7127
11025       296.837      54.6110
11026       299.983      57.4640
11027       303.566      60.2565
11028       307.711      62.9678
11029       312.581      65.5689
11030       318.390      68.0188
11031       325.398      70.2594
11032       333.883      72.2101
11033       345.185      73.8966
11034       357.117      74.8720
11035       10.0566      75.2095
11036       22.9909      74.8662
11037       34.9112      73.8857
11038       45.2373      72.3745
11039       53.8736      70.4561
11040       61.0082      68.2388
11041       66.9180      65.8058
11042       71.8665      63.2169
11043       76.0712      60.5146
11044       79.7008      57.7287
11045       82.8837      54.8807
11046       85.7171      51.9860
11047       88.2749      49.0565
11048       90.6141      46.1007
11049       92.7789      43.1256
11050       94.8043      40.1366
11051       96.7183      37.1382
11052       98.5437      34.1342
11053       100.300      31.1277
11054       102.001      28.1218
11055       103.663      25.1188
11056       105.297      22.1214
11057       106.913      19.1319
11058       108.521      16.1525
11059       110.130      13.1856
11060       111.748      10.2336
11061       113.383      7.29903
11062       115.044      4.38443
11063       116.738      1.49269
11064       118.473     -1.37315
11065       120.258     -4.20968
11066       122.101     -7.01328
11067       123.323     -10.0264
11068       125.305     -12.7610
11069       127.373     -15.4502
11070       129.536     -18.0885
11071       131.808     -20.6694
11072       134.199     -23.1861
11073       136.722     -25.6304
11074       139.390     -27.9934
11075       142.215     -30.2651
11076       145.212     -32.4343
11077       148.391     -34.4887
11078       151.762     -36.4148
11079       155.335     -38.1981
11080       159.112     -39.8230
11081       163.093     -41.2736
11082       167.271     -42.5336
11083       171.630     -43.5873
11084       176.148     -44.4204
11085       180.793     -45.0205
11086       185.527     -45.3781
11087       190.305     -45.4872
11088       195.080     -45.3462
11089       199.805     -44.9573
11090       204.436     -44.3269
11091       208.936     -43.4649
11092       213.273     -42.3840
11093       218.399     -40.7598
11094       222.305     -39.2430
11095       226.007     -37.5578
11096       229.504     -35.7201
11097       232.804     -33.7450
11098       235.914     -31.6467
11099       238.846     -29.4384
11100       241.612     -27.1318
11101       244.225     -24.7377
11102       246.698     -22.2657
11103       249.043     -19.7245
11104       251.274     -17.1216
11105       253.401     -14.4638
11106       255.435     -11.7572
11107       257.388     -9.00723
11108       259.269     -6.21863
11109       261.088     -3.39575
11110       262.853    -0.542404
11111       264.572      2.33782
11112       266.255      5.24173
11113       267.909      8.16643
11114       269.542      11.1091
11115       271.163      14.0673
11116       272.779      17.0385
11117       274.399      20.0204
11118       276.034      23.0105
11119       277.692      26.0066
11120       279.385      29.0062
11121       281.125      32.0068
11122       282.928      35.0055
11123       284.811      37.9993
11124       286.794      40.9845
11125       288.902      43.9571
11126       291.166      46.9118
11127       293.624      49.8426
11128       296.324      52.7414
11129       299.330      55.5982
11130       302.721      58.3994
11131       306.602      61.1269
11132       311.111      63.7558
11133       316.422      66.2516
11134       322.753      68.5661
11135       330.347      70.6326
11136       341.251      72.6342
11137       352.140      73.8253
11138       4.22330      74.4425
11139       16.7427      74.4170
11140       28.7552      73.7521
11141       39.5323      72.5207
11142       48.7703      70.8323
11143       56.5112      68.7967
11144       62.9633      66.5048
11145       68.3711      64.0255
11146       72.9553      61.4087
11147       76.8958      58.6903
11148       80.3329      55.8959
11149       83.3748      53.0443
11150       86.1043      50.1494
11151       88.5852      47.2216
11152       90.8674      44.2690
11153       92.9903      41.2981
11154       94.9851      38.3140
11155       96.8774      35.3210
11156       98.6880      32.3226
11157       100.435      29.3221
11158       102.132      26.3223
11159       103.793      23.3257
11160       105.429      20.3348
11161       107.051      17.3520
11162       108.667      14.3795
11163       110.287      11.4199
11164       111.918      8.47540
11165       113.570      5.54868
11166       115.249      2.64245
11167       116.964    -0.240410
11168       118.724     -3.09674
11169       120.536     -5.92299
11170       122.410     -8.71542
11171       125.905     -9.99777
11172       127.923     -12.6904
11173       130.032     -15.3321
11174       132.242     -17.9168
11175       134.564     -20.4377
11176       137.010     -22.8874
11177       139.590     -25.2574
11178       142.316     -27.5382
11179       145.200     -29.7194
11180       148.252     -31.7897
11181       151.482     -33.7364
11182       154.897     -35.5460
11183       158.500     -37.2044
